policy_id,policy_state,policy_deductible,policy_annual_premium,insured_age,insured_sex,insured_education_level,insured_occupation,insured_hobbies,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_hour_of_the_day,number_of_vehicles_involved,bodily_injuries,witnesses,police_report_available,claim_amount,total_claim_amount,fraud_reported
POL125653,MI,600,796.5,62,OTHER,PhD,Engineer,camping,2024-11-03,Multi-vehicle Collision,Front,Total Loss,,OH,South Aaron,17,2,0,5,No,18016.98,24564.76,N
POL112713,IL,600,1460.87,28,MALE,PhD,Engineer,movies,2024-10-19,Multi-vehicle Collision,Rear,Major Damage,,NC,Port Loganside,15,3,0,2,No,18591.17,16613.01,Y
POL127867,MI,600,846.24,73,FEMALE,College,Teacher,yachting,2025-01-13,Multi-vehicle Collision,Side,Total Loss,,MI,Codyhaven,21,3,4,5,No,8606.96,14154.63,Y
POL121191,TX,200,754.57,38,MALE,PhD,Manager,movies,2023-12-20,Single Vehicle Collision,Front,Major Damage,,GA,West Justinview,22,4,4,3,Yes,611.17,1009.53,N
POL119715,MI,400,1487.24,37,FEMALE,High School,Doctor,yachting,2024-12-02,Parked Car,Rear,Major Damage,Fire,MI,Chapmanberg,21,4,2,1,No,4090.01,4143.51,N
POL108807,IL,700,1129.66,62,FEMALE,High School,Technician,paintball,2024-08-18,Parked Car,Side,Total Loss,Ambulance,IL,Port Claudiaview,1,3,0,4,No,4295.68,4559.38,N
POL110487,MI,600,1283.18,48,OTHER,High School,Sales,chess,2024-02-16,Single Vehicle Collision,Rear,Minor Damage,Police,TX,Lovemouth,0,1,3,1,No,20041.79,22357.24,N
POL119578,GA,500,1010.79,39,OTHER,Masters,Engineer,yachting,2025-06-14,Parked Car,Side,Minor Damage,,OH,West Tylerside,17,1,1,4,Yes,11318.83,17557.35,N
POL109861,PA,800,1270.11,71,MALE,College,Teacher,hiking,2025-03-22,Multi-vehicle Collision,Front,Major Damage,,NY,Doyleview,20,2,0,2,Yes,16399.92,21059.94,N
POL105245,IL,600,733.46,19,MALE,PhD,Teacher,paintball,2025-06-13,Single Vehicle Collision,Front,Total Loss,,IL,North William,21,3,0,5,No,3164.15,3141.95,Y
POL123372,MI,300,1303.89,37,OTHER,Masters,Technician,hiking,2024-07-02,Multi-vehicle Collision,Side,Minor Damage,Ambulance,TX,South Michelleton,12,1,2,4,No,9722.87,13052.98,N
POL129363,GA,400,1239.7,31,MALE,High School,Engineer,reading,2025-10-14,Vehicle Theft,Rear,Minor Damage,Fire,GA,Powellport,20,4,4,2,No,7946.82,13767.65,N
POL116069,IL,500,1055.3,52,MALE,High School,Sales,movies,2024-10-11,Multi-vehicle Collision,Unknown,Major Damage,Ambulance,TX,Cooperstad,16,3,3,5,Yes,4409.41,8653.95,N
POL123267,GA,600,623.43,54,MALE,Masters,Lawyer,yachting,2024-04-29,Multi-vehicle Collision,Side,Total Loss,Ambulance,NY,East Jeremyfurt,12,3,1,5,No,6305.64,7391.97,N
POL102587,IL,400,767.18,42,FEMALE,High School,Lawyer,movies,2025-04-26,Multi-vehicle Collision,Front,Minor Damage,,IL,Lake Melindaborough,20,2,1,5,No,19055.37,24166.92,N
POL100938,NY,1000,682.59,55,FEMALE,High School,Lawyer,chess,2024-02-03,Parked Car,Rear,Total Loss,Police,GA,North Johnnyburgh,20,3,1,4,Yes,7138.21,6468.1,Y
POL125071,IL,1000,1452.54,56,OTHER,High School,Manager,yachting,2024-08-25,Parked Car,Unknown,Total Loss,Ambulance,TX,Burgesschester,6,2,3,3,Yes,10069.66,15658.5,N
POL111477,NC,500,1013.83,41,MALE,Masters,Engineer,camping,2025-01-11,Vehicle Theft,Unknown,Minor Damage,Ambulance,PA,Stephanietown,9,1,0,1,Yes,24042.57,20786.26,N
POL118554,MI,400,700.68,53,OTHER,Masters,Engineer,chess,2025-09-17,Multi-vehicle Collision,Side,Major Damage,Ambulance,NY,Timothyton,11,1,4,2,No,12655.1,11240.11,N
POL115687,GA,300,675.76,41,FEMALE,Masters,Clerk,paintball,2025-02-26,Single Vehicle Collision,Front,Total Loss,Fire,PA,New Joanne,20,3,3,0,Yes,23563.44,19757.1,Y
POL120288,NC,200,1392.78,46,MALE,High School,Doctor,reading,2025-02-28,Multi-vehicle Collision,Front,Major Damage,Police,NC,Thomasmouth,15,3,2,3,No,18284.76,20751.68,N
POL111152,FL,300,1093.91,36,FEMALE,Masters,Doctor,paintball,2024-06-11,Vehicle Theft,Side,Total Loss,Police,MI,Kristenfort,19,4,2,3,Yes,16264.23,14980.14,N
POL115668,IL,600,1150.54,63,MALE,Masters,Sales,hiking,2024-10-13,Vehicle Theft,Unknown,Major Damage,,PA,Joshuaton,19,3,2,5,Yes,18313.81,15555.24,Y
POL121091,PA,200,1379.06,35,FEMALE,PhD,Manager,paintball,2025-10-11,Single Vehicle Collision,Front,Minor Damage,,MI,Francisborough,19,1,0,5,No,10617.37,17849.6,N
POL111968,OH,300,942.25,23,OTHER,College,Technician,yachting,2024-02-21,Multi-vehicle Collision,Unknown,Total Loss,Ambulance,FL,South Cynthiashire,6,2,0,5,No,7099.77,9715.14,N
POL113202,NC,500,666.6,18,MALE,High School,Manager,hiking,2025-03-14,Parked Car,Front,Minor Damage,Fire,GA,North Paulabury,7,4,1,0,No,22783.06,20107.13,N
POL101958,TX,1000,1479.39,29,OTHER,College,Teacher,yachting,2025-09-22,Vehicle Theft,Unknown,Major Damage,Police,CA,New Michael,9,2,0,2,Yes,17654.46,15491.22,N
POL101801,MI,200,1415.75,52,MALE,High School,Manager,paintball,2024-09-29,Single Vehicle Collision,Side,Major Damage,Ambulance,FL,Port Jessicachester,15,4,1,1,Yes,24728.52,24052.17,N
POL101346,NC,400,1233.49,59,FEMALE,Masters,Lawyer,chess,2024-05-01,Vehicle Theft,Rear,Minor Damage,Fire,NY,South Joeport,15,1,3,2,Yes,13358.98,18387.62,N
POL104885,CA,800,835.41,37,FEMALE,PhD,Engineer,hiking,2024-02-16,Parked Car,Front,Major Damage,Police,FL,Port Darlene,6,3,2,5,No,12550.81,24857.26,N
POL116563,MI,600,1134.23,68,MALE,PhD,Sales,yachting,2025-08-05,Parked Car,Side,Major Damage,Fire,OH,South Mariachester,2,1,3,5,Yes,9187.36,16598.34,N
POL111083,IL,200,1259.84,48,OTHER,Masters,Engineer,paintball,2025-05-22,Vehicle Theft,Side,Minor Damage,,MI,Carolfurt,22,2,4,0,No,8336.91,9082.55,Y
POL125171,NC,1000,751.55,63,OTHER,High School,Teacher,movies,2024-11-22,Parked Car,Front,Major Damage,Ambulance,MI,Hectorfort,21,4,3,0,Yes,437.61,845.64,N
POL113565,FL,400,1334.14,40,MALE,Masters,Clerk,paintball,2024-03-16,Parked Car,Side,Major Damage,Ambulance,OH,Rogerschester,22,4,3,5,Yes,21691.76,23164.82,N
POL103241,PA,800,1459.54,50,MALE,College,Doctor,movies,2025-06-06,Vehicle Theft,Front,Total Loss,,PA,South Douglaston,15,2,3,1,Yes,4834.28,6505.51,N
POL127025,GA,500,1301.45,74,OTHER,PhD,Lawyer,camping,2025-10-08,Multi-vehicle Collision,Rear,Minor Damage,,NC,New Courtney,16,3,0,3,Yes,10236.49,10989.51,Y
POL113124,GA,300,1429.23,58,MALE,High School,Doctor,yachting,2024-01-05,Single Vehicle Collision,Unknown,Major Damage,Fire,PA,North Melissa,19,3,1,1,Yes,8667.33,10982.2,N
POL122145,NC,200,984.07,68,FEMALE,High School,Sales,chess,2024-06-25,Vehicle Theft,Front,Minor Damage,Fire,FL,Castroberg,18,2,4,5,Yes,3197.73,4045.57,N
POL104803,OH,1000,759.14,22,MALE,College,Technician,hiking,2024-04-20,Vehicle Theft,Front,Major Damage,Fire,MI,Anthonymouth,10,2,0,0,No,10651.52,12274.38,N
POL112038,OH,800,1172.65,25,FEMALE,PhD,Teacher,reading,2025-04-11,Multi-vehicle Collision,Side,Major Damage,Ambulance,TX,Susanview,19,4,4,2,No,19209.54,22447.53,N
POL104239,MI,200,1351.67,53,MALE,High School,Lawyer,movies,2024-09-04,Multi-vehicle Collision,Rear,Major Damage,Fire,FL,Powellmouth,14,1,2,5,Yes,15125.47,15213.06,N
POL108375,CA,700,814.1,66,MALE,High School,Technician,paintball,2025-03-25,Parked Car,Side,Major Damage,Fire,CA,Port Stacy,1,1,0,5,No,743.7,875.33,Y
POL119903,NC,200,1258.84,42,MALE,Masters,Sales,yachting,2025-10-12,Multi-vehicle Collision,Front,Total Loss,Fire,PA,Manningfort,4,3,3,3,No,22322.35,24747.54,Y
POL113946,GA,200,1199.39,52,FEMALE,College,Sales,chess,2025-05-27,Single Vehicle Collision,Unknown,Major Damage,Ambulance,CA,New Steven,3,4,0,2,Yes,10307.16,8830.73,N
POL121480,NY,300,1282.14,42,FEMALE,College,Teacher,reading,2024-06-12,Vehicle Theft,Unknown,Minor Damage,Police,TX,West Nathanfort,4,2,1,1,No,1501.89,1379.19,N
POL115316,IL,200,1360.76,45,MALE,High School,Sales,yachting,2024-04-03,Single Vehicle Collision,Unknown,Major Damage,Ambulance,FL,Millerfurt,22,2,1,4,No,7069.64,6986.85,N
POL106407,NY,400,1124.4,70,OTHER,Masters,Technician,hiking,2024-11-16,Vehicle Theft,Side,Major Damage,Police,PA,Lawrencefurt,18,2,1,4,Yes,9297.29,9463.51,N
POL118668,OH,700,1163.42,49,MALE,PhD,Manager,yachting,2024-09-13,Single Vehicle Collision,Front,Total Loss,,TX,West Victoria,22,1,0,5,Yes,13035.48,19315.27,N
POL122803,IL,500,1184.43,31,FEMALE,Masters,Engineer,camping,2025-01-18,Parked Car,Side,Major Damage,Ambulance,NC,Kristinahaven,11,2,3,0,Yes,2244.24,2753.08,N
POL116320,CA,500,731.04,71,MALE,College,Clerk,chess,2025-06-21,Multi-vehicle Collision,Rear,Major Damage,,FL,Johntown,14,3,2,3,No,10575.06,14494.86,N
POL102347,NY,200,654.22,24,FEMALE,PhD,Lawyer,reading,2025-08-17,Vehicle Theft,Front,Total Loss,Fire,IL,West Carol,20,3,4,4,Yes,18415.45,19333.0,N
POL113721,CA,300,1143.97,40,MALE,High School,Engineer,paintball,2024-02-17,Parked Car,Rear,Major Damage,,TX,North Susanton,4,3,1,5,No,4816.68,7094.03,Y
POL105609,MI,200,1200.71,45,OTHER,Masters,Lawyer,camping,2025-04-03,Single Vehicle Collision,Rear,Major Damage,Police,NY,North Destinyfurt,14,4,4,2,No,11063.49,17939.54,N
POL123019,CA,1000,674.47,47,OTHER,Masters,Sales,camping,2024-11-11,Multi-vehicle Collision,Unknown,Total Loss,,GA,Lake Ryan,11,3,2,0,No,9009.62,7812.35,Y
POL115070,FL,1000,610.6,62,OTHER,College,Lawyer,chess,2024-02-19,Parked Car,Unknown,Total Loss,,OH,Tuckerburgh,23,3,0,0,No,4984.24,7485.55,Y
POL116581,MI,1000,1431.92,67,MALE,Masters,Teacher,movies,2025-01-26,Parked Car,Rear,Major Damage,Fire,CA,Ryanbury,7,1,2,4,Yes,11681.21,17361.92,N
POL109408,IL,200,1106.4,30,FEMALE,College,Clerk,reading,2025-09-09,Vehicle Theft,Unknown,Major Damage,,MI,Fischerfurt,6,1,1,3,No,13122.9,17542.23,N
POL129964,NY,200,1183.71,24,OTHER,High School,Manager,movies,2025-09-21,Multi-vehicle Collision,Rear,Major Damage,Ambulance,IL,Lake Sheri,0,2,0,0,Yes,11279.48,18251.1,N
POL123819,FL,500,1394.95,50,MALE,High School,Sales,yachting,2024-12-10,Vehicle Theft,Front,Major Damage,Police,IL,Sarahport,17,2,1,0,Yes,12625.63,16700.58,N
POL126696,MI,500,831.77,27,MALE,High School,Engineer,camping,2024-01-29,Parked Car,Rear,Major Damage,Ambulance,GA,Jessicaside,2,1,2,0,Yes,11947.06,10196.66,N
POL109354,NC,800,662.71,74,OTHER,PhD,Teacher,camping,2024-09-06,Vehicle Theft,Rear,Total Loss,,CA,East Allison,20,2,3,0,No,12380.23,19968.02,N
POL129826,TX,500,646.86,31,MALE,PhD,Sales,camping,2025-09-04,Single Vehicle Collision,Rear,Minor Damage,Ambulance,PA,East Melissaview,11,4,2,5,No,3059.19,4513.97,N
POL125915,MI,400,1171.82,67,FEMALE,College,Teacher,camping,2024-08-13,Multi-vehicle Collision,Rear,Major Damage,Fire,IL,North Christopherfurt,22,4,4,0,Yes,5433.19,10741.49,N
POL111790,TX,800,674.14,28,MALE,High School,Sales,reading,2023-11-26,Single Vehicle Collision,Side,Total Loss,Fire,NC,Lake Christophermouth,21,4,0,5,No,7298.27,9581.97,N
POL116035,OH,1000,1331.15,65,FEMALE,PhD,Lawyer,hiking,2024-03-01,Vehicle Theft,Side,Minor Damage,Police,FL,Woodshire,7,3,2,4,No,8387.59,16350.91,N
POL113467,OH,200,1390.08,68,OTHER,Masters,Doctor,reading,2025-07-10,Vehicle Theft,Unknown,Minor Damage,,TX,New Traceyville,18,1,0,1,No,8687.14,9031.5,Y
POL112053,OH,300,670.16,73,MALE,College,Doctor,hiking,2025-07-25,Vehicle Theft,Rear,Minor Damage,Ambulance,OH,West Michael,23,2,3,4,Yes,5133.3,6025.54,N
POL125624,PA,700,866.75,57,MALE,Masters,Teacher,chess,2024-10-23,Parked Car,Front,Minor Damage,Fire,OH,Brandonchester,13,4,2,4,Yes,835.21,1100.74,N
POL128023,IL,200,1415.48,38,FEMALE,College,Clerk,reading,2024-08-24,Parked Car,Front,Major Damage,Police,IL,South David,22,4,2,3,Yes,21230.51,21841.49,N
POL100531,PA,500,1049.22,18,FEMALE,College,Clerk,camping,2025-10-16,Vehicle Theft,Side,Major Damage,,IL,Juliaside,19,4,4,1,Yes,2418.64,2352.36,N
POL107280,NC,300,1230.5,54,MALE,Masters,Doctor,yachting,2025-01-27,Multi-vehicle Collision,Rear,Major Damage,Police,NY,New Shaun,2,3,4,4,Yes,17777.09,20881.99,N
POL122607,FL,300,1218.29,64,FEMALE,High School,Engineer,movies,2023-11-18,Parked Car,Unknown,Major Damage,Ambulance,FL,North Jamesstad,7,3,0,2,Yes,22653.09,22170.77,N
POL107985,TX,700,1218.22,20,FEMALE,High School,Doctor,chess,2025-10-12,Vehicle Theft,Front,Major Damage,Ambulance,TX,Joshuaburgh,11,4,3,4,No,4276.58,5154.86,N
POL100389,TX,1000,641.08,28,FEMALE,Masters,Technician,chess,2024-11-22,Single Vehicle Collision,Front,Minor Damage,Fire,NC,West Mary,3,2,3,4,No,6795.54,8449.51,N
POL104547,MI,800,1223.86,50,OTHER,High School,Sales,camping,2024-11-17,Vehicle Theft,Rear,Major Damage,Fire,OH,South Donald,4,3,2,4,Yes,16001.26,21013.08,N
POL110931,CA,400,824.95,63,FEMALE,College,Engineer,reading,2025-06-21,Parked Car,Unknown,Minor Damage,Ambulance,GA,Susanchester,8,2,0,1,Yes,4966.3,9763.7,N
POL112238,PA,500,1091.52,56,MALE,Masters,Teacher,reading,2024-07-28,Parked Car,Side,Minor Damage,Fire,NY,South Elizabeth,6,2,1,1,Yes,23343.93,23305.46,N
POL123681,OH,700,1351.76,18,FEMALE,PhD,Doctor,chess,2024-11-07,Parked Car,Rear,Minor Damage,Ambulance,MI,Deborahborough,22,2,4,4,Yes,6218.61,5481.4,N
POL111634,TX,400,923.75,18,OTHER,College,Clerk,chess,2025-01-28,Single Vehicle Collision,Rear,Minor Damage,Ambulance,PA,North Amanda,5,2,0,0,Yes,2980.34,2649.19,Y
POL120392,OH,300,824.65,67,FEMALE,High School,Doctor,camping,2023-12-12,Multi-vehicle Collision,Side,Major Damage,Ambulance,OH,East Michael,15,3,4,4,No,16200.31,16696.55,N
POL115023,MI,600,1225.16,22,OTHER,Masters,Teacher,movies,2025-04-22,Single Vehicle Collision,Front,Total Loss,Fire,OH,South Mary,0,3,4,1,Yes,4919.31,8347.06,N
POL127990,IL,1000,796.77,54,FEMALE,PhD,Teacher,movies,2023-11-13,Vehicle Theft,Rear,Major Damage,Police,IL,East Kevinmouth,10,1,2,5,No,11686.15,11278.2,N
POL128046,IL,300,1068.5,67,OTHER,Masters,Lawyer,movies,2024-03-11,Single Vehicle Collision,Rear,Minor Damage,Police,GA,Becktown,1,1,4,0,Yes,23776.55,19977.02,N
POL105034,PA,300,1177.33,33,OTHER,College,Sales,camping,2025-02-11,Vehicle Theft,Unknown,Minor Damage,Fire,NC,Hamiltonfort,22,3,0,3,Yes,436.44,539.84,N
POL123522,NY,200,1395.45,32,OTHER,PhD,Manager,hiking,2023-12-08,Vehicle Theft,Rear,Minor Damage,Police,NC,South Sharonshire,2,4,1,0,No,22582.08,19066.4,N
POL106447,TX,600,972.43,45,FEMALE,Masters,Clerk,movies,2024-05-31,Single Vehicle Collision,Front,Minor Damage,Police,PA,Stephaniemouth,5,3,1,1,Yes,17607.77,16893.07,N
POL110625,IL,700,829.13,65,FEMALE,PhD,Lawyer,hiking,2024-09-19,Parked Car,Front,Minor Damage,Fire,CA,Carlyview,11,1,2,4,No,5804.29,7839.05,N
POL121849,CA,300,1287.98,19,OTHER,College,Technician,paintball,2025-01-03,Multi-vehicle Collision,Front,Major Damage,Ambulance,TX,Port Cynthia,0,2,1,0,Yes,1837.98,2065.94,Y
POL117742,TX,700,1091.05,72,MALE,College,Sales,chess,2023-11-13,Parked Car,Side,Total Loss,,NC,East Richardport,10,4,0,1,Yes,25936.0,23495.16,Y
POL125410,OH,200,1073.63,20,FEMALE,College,Engineer,camping,2024-07-10,Parked Car,Unknown,Total Loss,Fire,MI,Port Andrewhaven,9,2,3,4,No,14694.14,15724.63,N
POL109201,IL,300,733.61,35,FEMALE,High School,Sales,yachting,2024-11-09,Single Vehicle Collision,Side,Major Damage,Fire,TX,Port Jessicamouth,21,4,2,1,Yes,22849.84,23498.71,N
POL112749,FL,500,610.16,30,FEMALE,College,Doctor,reading,2025-07-09,Single Vehicle Collision,Unknown,Major Damage,Ambulance,FL,Davisport,18,2,1,3,No,21576.96,19682.45,N
POL107835,NY,1000,1159.39,34,OTHER,PhD,Engineer,hiking,2024-12-19,Vehicle Theft,Side,Minor Damage,Ambulance,OH,East Renee,17,4,2,4,Yes,12440.67,10970.18,N
POL119849,NY,700,942.39,73,MALE,Masters,Sales,reading,2025-05-06,Single Vehicle Collision,Unknown,Total Loss,,TX,Monicaberg,9,1,0,3,No,5868.41,9055.18,N
POL117822,MI,400,1099.75,25,FEMALE,High School,Sales,reading,2025-08-09,Vehicle Theft,Front,Total Loss,,GA,Port Leah,13,3,1,1,No,11248.94,18138.06,N
POL121855,OH,1000,1019.27,70,OTHER,College,Lawyer,movies,2024-04-20,Multi-vehicle Collision,Unknown,Minor Damage,,CA,New Kylehaven,7,1,4,3,Yes,12100.4,11495.8,N
POL113305,OH,300,1234.26,41,MALE,PhD,Engineer,chess,2025-05-30,Vehicle Theft,Unknown,Total Loss,Fire,CA,Willistown,14,4,1,0,Yes,761.12,669.96,Y
POL118510,TX,300,843.44,28,OTHER,Masters,Engineer,paintball,2024-01-06,Parked Car,Unknown,Total Loss,,MI,Port Cristianburgh,3,1,3,5,Yes,2213.09,2222.99,N
POL117729,FL,200,670.05,37,OTHER,College,Manager,movies,2025-05-16,Parked Car,Side,Minor Damage,Ambulance,CA,Joshuafort,23,4,3,4,Yes,18461.63,21222.06,Y
POL101457,PA,400,1061.78,70,OTHER,College,Sales,yachting,2024-04-27,Single Vehicle Collision,Front,Total Loss,Fire,CA,North Hayden,23,2,0,0,Yes,12806.09,14175.16,Y
POL106719,OH,600,693.68,55,MALE,Masters,Manager,chess,2025-05-04,Single Vehicle Collision,Front,Major Damage,Fire,PA,Millerhaven,22,4,0,1,No,6778.6,13236.28,N
POL112900,CA,200,1489.52,48,OTHER,Masters,Clerk,hiking,2025-08-12,Multi-vehicle Collision,Rear,Minor Damage,,FL,Dennistown,14,2,3,2,No,7383.72,10147.02,N
POL113896,MI,600,742.68,41,OTHER,High School,Teacher,chess,2024-01-26,Vehicle Theft,Side,Major Damage,,NY,Nathanielstad,1,2,1,1,No,15758.47,20030.88,N
POL101118,OH,700,892.75,46,FEMALE,High School,Clerk,movies,2025-01-05,Single Vehicle Collision,Rear,Total Loss,Fire,NC,Johnstad,2,1,0,3,Yes,16431.03,14729.95,N
POL126873,CA,200,1464.32,31,FEMALE,PhD,Manager,movies,2023-11-29,Multi-vehicle Collision,Front,Minor Damage,Ambulance,MI,Owentown,4,4,3,3,Yes,12342.12,13662.24,N
POL128529,FL,400,962.44,72,MALE,High School,Lawyer,hiking,2025-08-21,Single Vehicle Collision,Side,Major Damage,Fire,FL,Adamsberg,21,4,3,3,No,7942.22,11416.87,N
POL129249,TX,800,605.88,66,MALE,College,Doctor,paintball,2025-07-03,Single Vehicle Collision,Unknown,Major Damage,Fire,TX,Wolfefurt,13,1,3,2,Yes,11912.31,11155.85,N
POL110412,GA,1000,1437.61,41,MALE,College,Manager,yachting,2024-01-30,Multi-vehicle Collision,Unknown,Minor Damage,,NY,South Thomas,12,2,4,2,Yes,9775.73,13911.92,N
POL124140,IL,400,1121.19,72,MALE,Masters,Lawyer,yachting,2024-06-09,Multi-vehicle Collision,Rear,Major Damage,Police,OH,Herrerafort,12,4,4,3,No,17200.61,18370.29,N
POL102472,FL,800,1177.0,49,FEMALE,PhD,Engineer,camping,2024-08-01,Single Vehicle Collision,Unknown,Minor Damage,Ambulance,FL,East Shelby,14,3,1,5,No,6232.48,7282.03,N
POL104261,CA,400,867.52,26,MALE,High School,Technician,camping,2024-12-06,Multi-vehicle Collision,Front,Total Loss,Ambulance,IL,Cameronchester,10,1,3,0,No,5471.27,9902.19,Y
POL120688,GA,300,1330.75,74,MALE,College,Lawyer,chess,2023-12-08,Vehicle Theft,Unknown,Major Damage,Ambulance,NY,Millerborough,2,1,1,1,Yes,1910.8,3023.72,N
POL125650,GA,500,845.35,73,MALE,PhD,Teacher,chess,2023-12-20,Multi-vehicle Collision,Rear,Total Loss,Ambulance,IL,Scottview,19,3,1,0,No,17271.83,24091.21,Y
POL127326,CA,400,932.17,32,FEMALE,Masters,Teacher,reading,2025-06-23,Vehicle Theft,Side,Minor Damage,Police,FL,Jeromeburgh,13,4,1,3,Yes,9232.39,18244.65,N
POL114868,NY,800,883.95,34,FEMALE,Masters,Doctor,hiking,2024-12-02,Vehicle Theft,Unknown,Major Damage,,MI,West Vincentport,19,4,4,2,No,8462.25,12725.44,N
POL110386,PA,800,664.49,22,OTHER,High School,Sales,camping,2024-01-24,Parked Car,Unknown,Major Damage,Police,MI,Copelandtown,15,1,0,0,Yes,23221.9,20129.5,Y
POL122285,NC,300,1468.46,35,MALE,High School,Doctor,chess,2025-04-25,Parked Car,Unknown,Minor Damage,Fire,NC,Brendastad,14,1,3,4,Yes,6911.99,10848.11,Y
POL113859,FL,400,1301.42,48,FEMALE,Masters,Sales,chess,2025-09-14,Parked Car,Front,Major Damage,Ambulance,NY,Nicholasview,4,1,4,5,No,7239.09,12330.3,N
POL129258,IL,400,1471.02,49,FEMALE,College,Manager,chess,2024-07-08,Single Vehicle Collision,Rear,Minor Damage,Ambulance,OH,Ianchester,1,1,2,3,Yes,17871.12,19531.36,N
POL117098,IL,200,917.67,22,FEMALE,College,Sales,chess,2023-11-24,Single Vehicle Collision,Rear,Major Damage,Police,TX,Ashleechester,12,4,1,2,No,3367.89,5398.24,Y
POL120822,NY,500,1424.54,38,FEMALE,High School,Manager,paintball,2025-10-26,Parked Car,Unknown,Minor Damage,Ambulance,OH,Hintonburgh,14,1,1,4,Yes,327.57,645.72,N
POL103994,TX,300,1477.97,21,MALE,Masters,Engineer,movies,2024-12-11,Single Vehicle Collision,Unknown,Total Loss,Fire,GA,Carpenterstad,10,4,4,0,No,5054.61,4286.85,Y
POL126955,NC,500,733.72,45,MALE,High School,Sales,paintball,2024-05-25,Single Vehicle Collision,Side,Minor Damage,Police,TX,South Max,17,3,4,5,Yes,7436.69,6700.4,N
POL107681,NY,700,935.11,35,MALE,College,Teacher,hiking,2025-10-14,Parked Car,Front,Minor Damage,,MI,Lake Steve,7,4,4,0,No,16691.39,17684.43,Y
POL124338,NC,200,1219.02,40,MALE,College,Manager,hiking,2024-01-18,Vehicle Theft,Side,Total Loss,Fire,GA,Jenniferborough,16,4,1,0,Yes,16761.76,22496.01,Y
POL106256,NC,1000,1131.2,67,OTHER,PhD,Teacher,hiking,2024-03-06,Single Vehicle Collision,Rear,Major Damage,Ambulance,NC,Port Ianside,9,1,1,3,No,18056.81,21979.26,N
POL118605,NY,1000,1264.73,65,OTHER,Masters,Manager,chess,2023-12-14,Multi-vehicle Collision,Side,Total Loss,,PA,Dominiqueberg,4,3,1,0,Yes,3562.85,6958.43,N
POL101486,PA,700,921.69,46,MALE,PhD,Doctor,reading,2024-03-14,Multi-vehicle Collision,Rear,Major Damage,Fire,TX,New Donna,0,1,1,0,Yes,19200.76,17747.52,N
POL113089,IL,200,807.36,51,FEMALE,College,Manager,chess,2024-07-05,Multi-vehicle Collision,Front,Major Damage,,FL,Kristenchester,15,2,0,2,Yes,24609.01,21908.15,Y
POL106012,GA,400,669.43,40,FEMALE,PhD,Manager,hiking,2024-11-30,Parked Car,Unknown,Minor Damage,Police,MI,Howardland,1,1,4,5,Yes,19916.15,22403.25,N
POL112030,NY,800,1102.67,58,FEMALE,Masters,Technician,paintball,2023-12-09,Single Vehicle Collision,Unknown,Total Loss,Police,FL,Port Jerryfort,5,4,2,4,No,15078.44,22689.37,Y
POL101071,MI,300,1097.06,22,MALE,PhD,Engineer,movies,2024-02-29,Single Vehicle Collision,Front,Minor Damage,Police,MI,Kellymouth,22,4,0,3,Yes,12917.41,19497.14,N
POL103558,NY,200,693.18,51,OTHER,College,Technician,yachting,2024-11-20,Single Vehicle Collision,Rear,Minor Damage,Fire,NY,Port Marilynberg,2,1,0,1,No,12035.73,14846.83,N
POL115099,CA,300,824.46,26,FEMALE,College,Technician,paintball,2025-05-01,Parked Car,Unknown,Total Loss,,FL,Gallagherland,9,2,4,1,Yes,2134.5,3659.5,N
POL101517,PA,300,1146.28,59,MALE,High School,Teacher,reading,2025-04-22,Single Vehicle Collision,Side,Total Loss,,IL,East Samantha,8,2,1,0,Yes,16515.48,24196.52,Y
POL128168,GA,700,1029.1,55,FEMALE,PhD,Manager,camping,2025-03-01,Multi-vehicle Collision,Rear,Minor Damage,,NC,Pittmanstad,18,4,1,2,Yes,7024.12,7220.66,N
POL123925,NY,700,794.18,45,MALE,High School,Lawyer,chess,2024-03-17,Parked Car,Front,Major Damage,Police,NC,Baileybury,15,4,0,0,No,4596.3,5350.52,N
POL126132,CA,200,1107.38,62,MALE,College,Doctor,chess,2024-06-21,Multi-vehicle Collision,Rear,Total Loss,Police,MI,Lake Connieview,7,1,4,3,No,16211.23,18322.51,N
POL110560,MI,400,869.3,71,FEMALE,PhD,Engineer,hiking,2025-02-10,Single Vehicle Collision,Front,Total Loss,,GA,West Kristinaville,13,3,1,1,Yes,3444.49,5161.43,N
POL110911,NC,700,833.99,24,FEMALE,High School,Technician,hiking,2025-02-11,Single Vehicle Collision,Unknown,Minor Damage,Fire,TX,Lake Denise,19,2,3,2,Yes,16412.91,16275.2,Y
POL114243,NY,700,1017.69,65,MALE,Masters,Technician,yachting,2025-10-31,Vehicle Theft,Side,Minor Damage,Ambulance,TX,Donnamouth,19,1,4,5,No,3925.56,6272.52,N
